,compound_name,cas_number,species,strain,dosage,avg_lifespan_change,max_lifespan_change,gender,significance,pubmed_id
283,Arctiin,20362-31-6,Caenorhabditis elegans,N2,100 µM,15.3,,,S,26141518
282,Arctiin,20362-31-6,Caenorhabditis elegans,N2,10 µM,8.9,,,S,26141518
280,Arctigenin,7770-78-7,Caenorhabditis elegans,N2,10 µM,6.7,,,S,26141518
281,Arctigenin,7770-78-7,Caenorhabditis elegans,N2,100 µM,13.7,,,S,26141518
279,Arbutin,497-76-7,Caenorhabditis elegans,N2,5 mM,11.89,,,S,29340230
1807,Apple polyphenols,,Drosophila melanogaster,Oregon R,,10.0,,,S,21319854
278,Apple polyphenols,,Caenorhabditis elegans,N2,100 µg/ml,12.0,,,S,20717869
3119,Apple peal,,Saccharomyces cerevisiae,MCY4/KlLSM4::kanMX4,1 gr,28.5,,,NS,22970337
3118,Apple flesh,,Saccharomyces cerevisiae,MCY4/KlLSM4::kanMX4,1 gr,7.0,,,NS,22970337
3117,Apple,,Saccharomyces cerevisiae,MCY4/KlLSM4::kanMX4,1 gr,78.5,,,NS,22970337
276,Antimycin A,116095-18-2,Caenorhabditis elegans,N2,10 µM,-63.91,,,S,33008901
1806,Antimycin A,116095-18-2,Drosophila melanogaster,Canton-S,200 μM,0.99,,Male,NS,33008901
1805,Antimycin A,116095-18-2,Drosophila melanogaster,Canton-S,20 μM,-50.26,,Female,S,33008901
1804,Antimycin A,116095-18-2,Drosophila melanogaster,Canton-S,200 μM,-78.27,,Male,S,33008901
277,Antimycin A,116095-18-2,Caenorhabditis elegans,N2,100 µM,-47.24,,,S,33008901
275,Antalarmin,157284-96-3,Caenorhabditis elegans,N2,100 µM,3.79,,,NS,33008901
274,Anisomycin,22862-76-6,Caenorhabditis elegans,N2,10 µM,-4.7,-3.2,,NS,31089188
273,Anisomycin,22862-76-6,Caenorhabditis elegans,N2,1 µM,21.96,23.13,,S,31089188
272,Ampicillin,7177-48-2,Caenorhabditis elegans,fem-1(hc17),100 µg/ml,34.0,,,S,16441844
271,Amperozide hydrochloride,75529-73-6,Caenorhabditis elegans,,13 µM,38.0,,,S,24134630
1803,Amoxapine,14028-44-5,Drosophila melanogaster,Canton-S,20 μM,0.0,,Female,NS,33008901
270,Amoxapine,14028-44-5,Caenorhabditis elegans,,88 µM,33.0,,,S,24134630
1802,Amoxapine,14028-44-5,Drosophila melanogaster,Canton-S,200 μM,-3.03,,Male,NS,33008901
1801,Amoxapine,14028-44-5,Drosophila melanogaster,Canton-S,20 μM,-0.09,,Female,NS,33008901
268,Amlexanox,68302-57-8,Caenorhabditis elegans,N2,10 µM,-2.21,,,NS,33008901
269,Amlexanox,68302-57-8,Caenorhabditis elegans,N2,100 µM,5.39,,,NS,33008901
1799,Amlexanox,68302-57-8,Drosophila melanogaster,Canton-S,20 μM,2.33,,Female,NS,33008901
1800,Amlexanox,68302-57-8,Drosophila melanogaster,Canton-S,200 μM,0.52,,Male,NS,33008901
1797,AmikacinHydrate,1257517-67-1,Drosophila melanogaster,Canton-S,20 μM,7.75,,Female,S,33008901
1798,AmikacinHydrate,1257517-67-1,Drosophila melanogaster,Canton-S,200 μM,1.88,,Male,NS,33008901
266,Amikacin hydrate,1257517-67-1,Caenorhabditis elegans,N2,100 µM,10.03,,,S,33008901
267,Amikacin hydrate,1257517-67-1,Caenorhabditis elegans,N2,10 µM,-1.28,,,NS,33008901
3058,Amethopterin,60388-53-6,Rattus norvegicus,Sprague Dawley,0.625 mg/kg/week,-6.25,,MALE,NS,132031
3059,Amethopterin,60388-53-6,Rattus norvegicus,Sprague Dawley,37.5 mg/kg/week,7.44,,FEMALE,NS,132031
1796,Aluminum sulfate,10043-01-3,Drosophila melanogaster,Oregon-R,10 mM,-21.84,,MALE,S,3932134
1795,Aluminum sulfate,10043-01-3,Drosophila melanogaster,Oregon-R,1 mM,-10.92,,MALE,S,3932134
1794,Aluminum sulfate,10043-01-3,Drosophila melanogaster,Oregon-R,0.1 mM,-2.9,,MALE,NS,3932134
2800,Aluminum potassium sulfate,10043-67-1,Mus musculus,Swiss,5 ppm,-2.78,-4.29,FEMALE,NS,1113210
2799,Aluminum potassium sulfate,10043-67-1,Mus musculus,Swiss,5 ppm,-5.64,7.52,MALE,NS,1113210
1793,Aluminum acetylsalicylate,29825-08-9,Drosophila melanogaster,Canton S,680 mg/100 mL of medium,12.0,6.0,Female,NS,4397875
1790,Aluminium nitrate,13473-90-0,Drosophila melanogaster,Oregon-R,0.1 mM,-4.84,,MALE,NS,3932134
1792,Aluminium nitrate,13473-90-0,Drosophila melanogaster,Oregon-R,10 mM,-8.93,,MALE,S,3932134
1791,Aluminium nitrate,13473-90-0,Drosophila melanogaster,Oregon-R,1 mM,-12.47,,MALE,S,3932134
1784,Aluminium chloride,7446-70-0,Drosophila melanogaster,Oregon-R,0.1 mM,-5.82,,MALE,S,3932134
1785,Aluminium chloride,7446-70-0,Drosophila melanogaster,Oregon-R,1 mM,-11.64,,MALE,S,3932134
1786,Aluminium chloride,7446-70-0,Drosophila melanogaster,Oregon-R,10 mM,-20.81,,MALE,S,3932134
1788,Aluminium chloride,7446-70-0,Drosophila melanogaster,Oregon-R,1 mM,11.35,,MALE,S,3932134
1789,Aluminium chloride,7446-70-0,Drosophila melanogaster,Oregon-R,10 mM,-14.45,,MALE,S,3932134
2798,Aluminium chloride,7446-70-0,Mus musculus,C57BL/6J,270 ppm,-6.93,,MALE,NS,3205069
1787,Aluminium chloride,7446-70-0,Drosophila melanogaster,Oregon-R,0.1 mM,-4.99,,MALE,NS,3932134
265,Alsterpaullone,237430-03-4,Caenorhabditis elegans,N2,10 µM,12.55,11.55,,S,31089188
3057,Alpha-lipoic acid,1077-28-7,Rattus norvegicus,BN/SsNOlaHSD,1.5 g/kg,0.0,,Male,NS,18486188
263,Alpha-lipoic acid,1077-28-7,Caenorhabditis elegans,N2,24 µM,24.2,14.3,,S,17156833
264,Alpha-lipoic acid,1077-28-7,Caenorhabditis elegans,N2,1 mM,21.0,0.0,,S,18755260
1783,Alpha-lipoic acid,1077-28-7,Drosophila melanogaster,Canton S,0.01%,12.0,5.0,Female,O,15328413
2796,Alpha-ketoglutarate,328-50-7,Mus musculus,C57BL6/J,2% (w/w),3.95,3.9,male,NS,32877690
2797,Alpha-ketoglutarate,328-50-7,Mus musculus,C57BL6/J,2% (w/w),4.8,6.4,female,S,32877690
258,Alpha-ketoglutarate,328-50-7,Caenorhabditis elegans,N2,100 µM,10.0,,,S,25643626
262,Alpha-ketoglutarate,328-50-7,Caenorhabditis elegans,,8 mM,47.9,,,S,26190651
261,Alpha-ketoglutarate,328-50-7,Caenorhabditis elegans,N2,1 mM,15.0,,,S,25643626
260,Alpha-ketoglutarate,328-50-7,Caenorhabditis elegans,N2,5 mM,11.0,,,S,25643626
259,Alpha-ketoglutarate,328-50-7,Caenorhabditis elegans,N2,10 mM,7.0,,,NS,25643626
257,Alpha-ketoglutarate,328-50-7,Caenorhabditis elegans,N2,8 mM,29.4,,,S,24828042
1782,Alpha-ketoglutarate,328-50-7,Drosophila melanogaster,WDah,5 µM,8.54,,female,S,31242135
256,Alln II,,Caenorhabditis elegans,N2,100 µM,-0.87,,,S,33008901
255,Alln II,,Caenorhabditis elegans,N2,10 µM,0.84,,,NS,33008901
253,Alln,,Caenorhabditis elegans,N2,100 µM,0.97,,,NS,33008901
1779,Alln,,Drosophila melanogaster,Canton-S,200 μM,11.55,,Male,S,33008901
1780,Alln,,Drosophila melanogaster,Canton-S,20 μM,-4.05,,Female,NS,33008901
1781,Alln,,Drosophila melanogaster,Canton-S,200 μM,-11.11,,Male,S,33008901
254,Alln,,Caenorhabditis elegans,N2,10 µM,-0.13,,,NS,33008901
1778,Allantoin,97-59-6,Drosophila melanogaster,Oregon-R,250 µM,15.0,-1.38,male,S,30269951
251,Allantoin,97-59-6,Caenorhabditis elegans,N2,250 µM,21.9,,,S,26676933
252,Allantoin,97-59-6,Caenorhabditis elegans,N2,250 µM,21.6,19.7,,S,30269951
2795,Alkaline Water,,Mus musculus,CD1,,1.8,,,S,27340414
250,Alaskan Blueberry Extract,,Caenorhabditis elegans,N2,60 µg/mL,56.0,,,O,27486399
249,Alanine,302-72-7,Caenorhabditis elegans,N2,10 mM,11.0,,,S,25643626
248,Alanine,302-72-7,Caenorhabditis elegans,N2,1 mM,8.0,,,S,25643626
247,Alanine,302-72-7,Caenorhabditis elegans,N2,5 mM,4.0,,,NS,25643626
244,Agmatine,306-60-5,Caenorhabditis elegans,N2,1 mM,16.0,,,S,25643626
1775,Agmatine,306-60-5,Drosophila melanogaster,wDah,1 mM,3.2,,FEMALE,S,31474368
1776,Agmatine,306-60-5,Drosophila melanogaster,wDah,2.5 mM,8.7,,FEMALE,S,31474368
1777,Agmatine,306-60-5,Drosophila melanogaster,wDah,10 mM,4.8,,FEMALE,S,31474368
243,Agmatine,306-60-5,Caenorhabditis elegans,N2,100 µM,1.0,,,NS,25643626
246,Agmatine,306-60-5,Caenorhabditis elegans,N2,25 mM,5.32,,,NS,31474368
245,Agmatine,306-60-5,Caenorhabditis elegans,N2,10 mM,-20.0,,,S,25643626
241,Adonitol,,Caenorhabditis elegans,N2,100 µM,2.07,,,NS,33008901
1774,Adonitol,,Drosophila melanogaster,Canton-S,200 μM,3.58,,Male,NS,33008901
242,Adonitol,,Caenorhabditis elegans,N2,10 µM,-4.59,,,NS,33008901
1773,Adonitol,,Drosophila melanogaster,Canton-S,20 μM,2.4,,Female,NS,33008901
3056,Acticoa powder,,Rattus norvegicus,Wistar-Unilever,24 mg/5 ml/kg,11.0,,,S,18179729
240,Acivicin,42228-92-2,Caenorhabditis elegans,N2,75 μM,1.46,,,NS,34267196
239,Acetic Acid,64-19-7,Caenorhabditis elegans,N2,50 ppm,23.0,,,S,19837596
1771,Acetazolamide,59-66-5,Drosophila melanogaster,Oregon-R,1 mM,12.5,,MALE,O,6792427
1772,Acetazolamide,59-66-5,Drosophila melanogaster,Oregon-R,0.1 mM,2.5,,MALE,O,6792427
238,Acetaminophen,103-90-2,Caenorhabditis elegans,N2,0.10%,48.6,66.0,,S,22114686
1769,Acetaminophen,103-90-2,Drosophila melanogaster,Canton S,650 mg/100 mL of medium,20.0,5.0,Male,S,4397875
1770,Acetaminophen,103-90-2,Drosophila melanogaster,Canton S,650 mg/100 mL of medium,-10.0,-6.0,Female,NS,4397875
2794,Acetaminophen,103-90-2,Mus musculus,C57BL/6J,242 µg/mL,3.7,-11.0,FEMALE,NS,4788962
2786,Acarbose,56180-94-0,Mus musculus,UM-HET3,1000 mg/kg diet,5.0,9.0,FEMALE,S,24245565
2787,Acarbose,56180-94-0,Mus musculus,UM-HET3,1000 mg/kg,22.0,11.0,MALE,S,24245565
2789,Acarbose,56180-94-0,Mus musculus,HET3,2500 ppm,4.0,,,S,30688027
2790,Acarbose,56180-94-0,Mus musculus,HET3,1000 ppm,5.0,,,S,30688027
2793,Acarbose,56180-94-0,Mus musculus,HET3,2500 ppm,16.0,,,S,30688027
2792,Acarbose,56180-94-0,Mus musculus,HET3,1000 ppm,17.0,,,S,30688027
2791,Acarbose,56180-94-0,Mus musculus,HET3,400 ppm,11.0,,,S,30688027
2788,Acarbose,56180-94-0,Mus musculus,HET3,400 ppm,0.0,,,NS,30688027
93,Acanthophora spicifera extract,,Brachionus manjavacas,,5 µg/ml,14.0,,,S,24120568
237,Acanthopanax sessiliflorus stem extract,,Caenorhabditis elegans,N2,500 mg/L,18.0,20.0,,S,25324932
235,Acacetin 7-O-alpha-l-rhamnopyranosyl (1_2) beta-D-xylopyranoside,,Caenorhabditis elegans,N2,25 µM,39.0,,,S,26433219
236,Acacetin 7-O-alpha-l-rhamnopyranosyl (1_2) beta-D-xylopyranoside,,Caenorhabditis elegans,N2,,5.8,,,S,26433219
234,Acacetin 7-O-alpha-l-rhamnopyranosyl (1_2) beta-D-xylopyranoside,,Caenorhabditis elegans,N2,5 µM,10.1,,,S,26433219
233,Acacetin 7-O-alpha-l-rhamnopyranosyl (1_2) beta-D-xylopyranoside,,Caenorhabditis elegans,N2,25 µM,17.3,,,S,26433219
232,Acacetin 7-O-alpha-l-rhamnopyranosyl (1_2) beta-D-xylopyranoside,,Caenorhabditis elegans,N2,50 µM,17.0,,,S,26433219
231,AZD2281,763113-22-0,Caenorhabditis elegans,N2,0.1 µM,28.94,,,S,33216250
1768,AU701,,Drosophila melanogaster,Canton S,0.30%,-0.7,,Female,NS,24305778
1767,AU701,,Drosophila melanogaster,Canton S,0.30%,11.4,,Female,S,24305778
1766,AU701,,Drosophila melanogaster,Canton S,0.30%,1.2,,Male,NS,24305778
1765,APHS,209125-28-0,Drosophila melanogaster,Canton-S ,0.5 μM,9.6,,FEMALE,S,26305987
230,AMN082,,Caenorhabditis elegans,,33 µM,8.0,,,S,24134630
1764,AG-490,133550-30-8,Drosophila melanogaster,Oregon R,300 µM,17.5,,,S,22363408
228,AEG 3482,,Caenorhabditis elegans,N2,10 µM,1.88,,,NS,33008901
229,AEG 3482,,Caenorhabditis elegans,N2,100 µM,3.39,,,NS,33008901
227,ABL303,,Caenorhabditis elegans,N2,5 µM,-12.0,,,S,30911178
226,ABL127,,Caenorhabditis elegans,N2,50 µM,-13.0,,,S,30911178
225,ABC99,,Caenorhabditis elegans,N2,25 µM,-46.0,,,S,30911178
224,ABC92,,Caenorhabditis elegans,N2,25 µM,11.0,,,NS,30911178
223,ABC91,,Caenorhabditis elegans,N2,50 µM,-3.0,,,NS,30911178
222,ABC90,,Caenorhabditis elegans,N2,50 µM,-22.0,,,S,30911178
221,ABC84,,Caenorhabditis elegans,N2,50 µM,-10.0,,,S,30911178
220,ABC63,,Caenorhabditis elegans,N2,50 µM,28.0,,,S,30911178
219,ABC53,,Caenorhabditis elegans,N2,50 µM,15.0,,,S,30911178
218,ABC52,,Caenorhabditis elegans,N2,50 µM,14.0,,,S,30911178
217,ABC5,,Caenorhabditis elegans,N2,25 µM,11.0,,,NS,30911178
216,ABC45,,Caenorhabditis elegans,N2,50 µM,-20.0,,,S,30911178
215,ABC44,,Caenorhabditis elegans,N2,50 µM,2.0,,,NS,30911178
214,ABC37,,Caenorhabditis elegans,N2,50 µM,-7.0,,,NS,30911178
213,ABC36,,Caenorhabditis elegans,N2,50 µM,0.0,,,NS,30911178
212,ABC35,,Caenorhabditis elegans,N2,50 µM,6.0,,,NS,30911178
211,ABC32,,Caenorhabditis elegans,N2,50 µM,-23.0,,,S,30911178
210,ABC30,,Caenorhabditis elegans,N2,50 µM,18.0,,,NS,30911178
209,ABC28,,Caenorhabditis elegans,N2,50 µM,29.0,,,S,30911178
208,ABC26,,Caenorhabditis elegans,N2,50 µM,22.0,,,S,30911178
207,ABC23,,Caenorhabditis elegans,N2,50 µM,35.0,,,S,30911178
206,ABC16,,Caenorhabditis elegans,N2,50 µM,-17.0,,,NS,30911178
205,ABC101,,Caenorhabditis elegans,N2,25 µM,5.0,,,NS,30911178
204,AA74-1,,Caenorhabditis elegans,N2,50 µM,-8.0,,,NS,30911178
203,AA39-3,,Caenorhabditis elegans,N2,50 µM,-37.0,,,S,30911178
202,AA39-2,,Caenorhabditis elegans,N2,50 µM,-33.0,,,S,30911178
201,AA26-9,,Caenorhabditis elegans,N2,50 µM,-12.0,,,S,30911178
200,AA26-8,,Caenorhabditis elegans,N2,50 µM,-36.0,,,S,30911178
199,AA26-7,,Caenorhabditis elegans,N2,50 µM,-13.0,,,NS,30911178
198,AA26-3,,Caenorhabditis elegans,N2,50 µM,-15.0,,,S,30911178
197,A.sinensis root peptides,,Caenorhabditis elegans,N2,2 mg/ml,,,,O,26941890
196,7-methylxanthine,552-62-5,Caenorhabditis elegans,N2,50 µg/mL,8.41,,,S,30061824
195,7-methyl-Dehydrosilybin,,Caenorhabditis elegans,N2,10 µM,-9.0,,,S,28039083
194,"7-cyclopentyl-5-(4-phenoxy)phenyl-7H-pyrrolo[2,3-d]pyrimidin-4-ylamine",213743-31-8,Caenorhabditis elegans,,33 µM,11.0,,,S,24134630
190,"7,8-Dihydroxyflavone",38183-03-8,Caenorhabditis elegans,N2,10 µM,4.97,,,S,33809299
191,"7,8-Dihydroxyflavone",38183-03-8,Caenorhabditis elegans,N2,25 µM,-1.3,,,NS,33809299
192,"7,8-Dihydroxyflavone",38183-03-8,Caenorhabditis elegans,N2,100 µM,-4.68,,,S,33809299
193,"7,8-Dihydroxyflavone",38183-03-8,Caenorhabditis elegans,N2,50 µM,-2.16,,,NS,33809299
1763,6526_0645,,Drosophila melanogaster,Canton-S,200 μM,-1.07,,Male,NS,33008901
189,6526-0645,,Caenorhabditis elegans,N2,100 µM,5.33,,,S,33008901
188,6526-0645,,Caenorhabditis elegans,N2,10 µM,1.69,,,S,33008901
187,6-shogaol,,Caenorhabditis elegans,N2,25 µM,25.9,15.78,,S,29978428
186,6-Hydroxyflavone,6665-83-4,Caenorhabditis elegans,N2,10 µM,2.36,,,NS,33809299
185,6-Hydroxyflavone,6665-83-4,Caenorhabditis elegans,N2,25 µM,0.57,,,NS,33809299
184,"6,7-Dihydroxyflavone",38183-04-9,Caenorhabditis elegans,N2,100 µM,0.41,,,NS,33809299
183,"6,7-Dihydroxyflavone",38183-04-9,Caenorhabditis elegans,N2,50 µM,-1.29,,,NS,33809299
182,"5′-Hydroxy-6, 7, 8, 3′, 4′-pentamethoxyflavone",2174-59-6,Caenorhabditis elegans,N2,25 µM,17.18,,,S,32677024
181,"5′-Hydroxy-6, 7, 8, 3′, 4′-pentamethoxyflavone",2174-59-6,Caenorhabditis elegans,N2,100 µM,8.91,,,S,32677024
180,"5′-Hydroxy-6, 7, 8, 3′, 4′-pentamethoxyflavone",2174-59-6,Caenorhabditis elegans,N2,50 µM,29.48,,,S,32677024
179,"5′-Hydroxy-6, 7, 8, 3′, 4′-pentamethoxyflavone",2174-59-6,Caenorhabditis elegans,N2,12.5 µM,16.05,,,S,32677024
178,"5′-Hydroxy-6, 7, 8, 3′, 4′-pentamethoxyflavone",2174-59-6,Caenorhabditis elegans,N2,6.25 µM,13.84,,,S,32677024
1762,574-Trimethoxyfavone,,Drosophila melanogaster,Canton-S,200 μM,3.01,,Male,NS,33008901
1761,574-Trimethoxyfavone,,Drosophila melanogaster,Canton-S,20 μM,0.8,,Female,NS,33008901
177,5-octanoyl salicylic acid,78418-01-6,Caenorhabditis elegans,N2,100 µM,18.3,11.53,,S,30192051
1760,5-Hydroxy-L-tryptophan,08/09/4350,Drosophila melanogaster,Canton-S,200 μM,1.17,,Male,NS,33008901
175,"5,7,4Trimethoxyfavone",,Caenorhabditis elegans,N2,10 µM,0.21,,,NS,33008901
176,"5,7,4Trimethoxyfavone",,Caenorhabditis elegans,N2,100 µM,-0.35,,,NS,33008901
174,4‐methyl‐2‐oxovalerate,816-66-0,Caenorhabditis elegans,N2,10 mM,12.44,,,S,26729005
1759,4112_3315,,Drosophila melanogaster,Canton-S,200 μM,6.69,,Male,NS,33008901
173,4112-3315,,Caenorhabditis elegans,N2,10 µM,1.73,,,NS,33008901
172,4112-3315,,Caenorhabditis elegans,N2,100 µM,3.25,,,NS,33008901
1758,4-phenylbutyrate,1821-12-1,Drosophila melanogaster,Canton S,5 mM,40.0,41.0,,O,11792861
171,4-phenyl-3-furoxancarbonitrile,,Caenorhabditis elegans,,88 µM,30.0,,,S,24134630
170,4-hydroxy-E-globularinin,,Caenorhabditis elegans,N2,20 µM,18.8,,,S,23000058
169,4-hydroxy-E-globularinin,,Caenorhabditis elegans,N2,2 µM,8.1,,,S,23000058
168,4-hydroxy-E-globularinin,,Caenorhabditis elegans,N2,200 µM,6.4,,,S,23000058
167,4-dafachronic acid,,Caenorhabditis elegans,N2,250 nM,16.6,28.0,,S,17360327
166,4-dafachronic acid,,Caenorhabditis elegans,N2,250 nM,0.0,2.6,,S,17360327
165,"4,4′-dimethoxychalcone",,Caenorhabditis elegans,N2,41.6 µM,18.55,,,S,30783116
1757,"4,4′-dimethoxychalcone",,Drosophila melanogaster,w1118,200 µM,17.24,,,S,30783116
164,4'-Demethylpipodophyllotoxin,,Caenorhabditis elegans,N2,100 µM,13.24,,,S,33008901
163,4'-Demethylpipodophyllotoxin,,Caenorhabditis elegans,N2,10 µM,7.8,,,S,33008901
1755,3:1 Mixture: salicyl-salicylic acid + aspirin,,Drosophila melanogaster,Canton S,490 mg/100 mL of medium,31.0,18.0,Male,S,4397875
1756,3:1 Mixture: salicyl-salicylic acid + aspirin,,Drosophila melanogaster,Canton S,490 mg/100 mL of medium,12.0,43.0,Female,NS,4397875
1753,3230_2939,,Drosophila melanogaster,Canton-S,20 μM,-7.5,,Female,NS,33008901
1754,3230_2939,,Drosophila melanogaster,Canton-S,200 μM,-1.48,,Male,NS,33008901
162,3230-2939,,Caenorhabditis elegans,N2,100 µM,-16.41,,,S,33008901
161,3230-2939,,Caenorhabditis elegans,N2,10 µM,-4.62,,,S,33008901
160,3-methylxanthine,1076-22-8,Caenorhabditis elegans,N2,50 µg/mL,0.93,,,NS,30061824
1752,3-methoxycatechol,934-00-9,Drosophila melanogaster,Canton-S,20 μM,-5.42,,Female,NS,33008901
1751,3-methoxycatechol,934-00-9,Drosophila melanogaster,Canton-S,200 μM,1.62,,Male,NS,33008901
159,3-methoxycatechol,934-00-9,Caenorhabditis elegans,N2,100 µM,1.3,,,NS,33008901
158,3-methoxycatechol,934-00-9,Caenorhabditis elegans,N2,10 µM,-0.24,,,NS,33008901
2998,"3-amino-1,2,4-triazole",61-82-5,Musca domestica,,2 mM,0.96,,MALE,NS,6661212
157,3-Morpholinosydnonimine hydrochloride,,Caenorhabditis elegans,N2,100 µM,-2.55,,,NS,33008901
156,3-Morpholinosydnonimine hydrochloride,,Caenorhabditis elegans,N2,10 µM,0.9,,,NS,33008901
155,3-Methoxycatechol II,,Caenorhabditis elegans,N2,10 µM,8.2,,,S,33008901
154,3-Methoxycatechol II,,Caenorhabditis elegans,N2,100 µM,0.53,,,NS,33008901
153,"3,7-dimethylxanthine",83-67-0,Caenorhabditis elegans,N2,50 µg/mL,-0.84,,,NS,30061824
3116,"3,5-dihydroxy-4'-thiomethyl-trans-stilbene",,Saccharomyces cerevisiae,PSY316ATÎ±,10 µM,22.7,,,S,17156081
3115,"3,5-dihydroxy-4'-ethyl-trans-stilbene",79338-80-0,Saccharomyces cerevisiae,PSY316ATÎ±,10 µM,51.5,,,S,17156081
3114,"3,5-dihydroxy-4'-acetoxy-trans-stilbene",,Saccharomyces cerevisiae,PSY316ATÎ±,10 µM,68.2,,,S,17156081
1748,"3,4-dihydroxybenzaldehyde",139-85-5,Drosophila melanogaster,yw (y1w67c23),0.3 mM,13.0,,Female,S,22809229
1749,"3,4-dihydroxybenzaldehyde",139-85-5,Drosophila melanogaster,yw (y1w67c23),3 mM,13.0,,Female,S,22809229
1750,"3,4-dihydroxybenzaldehyde",139-85-5,Drosophila melanogaster,yw (y1w67c23),1 mM,23.0,,Female,S,22809229
152,"3,4-dichloroisocoumarin",51050-59-0,Caenorhabditis elegans,,88 µM,13.0,,,S,24134630
151,"3,4'-Dihydroxyflavone",4143-64-0,Caenorhabditis elegans,N2,100 µM,0.2,,,NS,33008901
150,"3,4'-Dihydroxyflavone",4143-64-0,Caenorhabditis elegans,N2,10 µM,0.33,,,NS,33008901
149,"3,3-diethyl-2-pyrrolidinone",175698-05-2,Caenorhabditis elegans,N2,2 mg/ml,31.0,49.0,,S,15653505
69,"3,3'-thiodipropionic acid",111-17-1,Asplanchna brightwelli,clone 4B61,2 mM,16.4,,,S,15374519
68,"3,3'-thiodipropionic acid",111-17-1,Asplanchna brightwelli,clone 4B61,2 mM,10.0,0.0,,S,15374519
148,25-Azacoprostane,37106-88-0,Caenorhabditis elegans,N2,25 μm,-34.8,,,S,21186286
147,2-deoxy-D-glucose,‎154-17-6	,Caenorhabditis elegans,N2,5 mM,26.21,11.27,,S,28992589
146,2-deoxy-D-glucose,‎154-17-6	,Caenorhabditis elegans,N2,5 mM,12.93,56.49,,S,17908557
145,2-Selenium-bridged-beta-cyclodextrin,,Caenorhabditis elegans,N2,5 mM,8.69,4.76,,S,101039
144,2-Selenium-bridged-beta-cyclodextrin,,Caenorhabditis elegans,N2,0.5 mM,7.24,4.76,,S,101039
143,2-Selenium-bridged β-cyclodextrin,,Caenorhabditis elegans,N2,0.5 mM,7.24,4.76,,S,101039
2996,2-Oxothiazolidine-4-carboxylate,19771-63-2,Musca Domestica,,3 mM,-24.0,,,S,2866912
2784,2-Mercaptoethylamine Hydrochloride,156-57-0,Mus musculus,C3H,1% w,26.2,,FEMALE,O,13711616
2785,2-Mercaptoethylamine Hydrochloride,156-57-0,Mus musculus,Swiss,1% w,-18.18,,MALE,O,13711616
1745,2-Ethyl-6-methylpyridin-3-ol hydrochloride,13258-59-8,Drosophila melanogaster,R(1)2 yy/y+Y,0.01%,2.28,13.63,FEMALE,NS,119648
1744,2-Ethyl-6-methylpyridin-3-ol hydrochloride,13258-59-8,Drosophila melanogaster,R(1)2 yy/y+Y,0.10%,-10.0,-9.09,FEMALE,NS,119648
1743,2-Ethyl-6-methylpyridin-3-ol hydrochloride,13258-59-8,Drosophila melanogaster,D32,0.01%,20.4,12.4,MALE,S,119648
1742,2-Ethyl-6-methylpyridin-3-ol hydrochloride,13258-59-8,Drosophila melanogaster,D32,0.10%,14.3,-2.73,MALE,S,119648
1741,2-Ethyl-6-methylpyridin-3-ol hydrochloride,13258-59-8,Drosophila melanogaster,D32,0.01%,18.0,2.32,FEMALE,S,119648
1740,2-Ethyl-6-methylpyridin-3-ol hydrochloride,13258-59-8,Drosophila melanogaster,D32,0.10%,23.0,21.0,FEMALE,S,119648
1746,2-Ethyl-6-methylpyridin-3-ol hydrochloride,13258-59-8,Drosophila melanogaster,R(1)2 yy/y+Y,0.10%,15.0,10.0,MALE,S,119648
1747,2-Ethyl-6-methylpyridin-3-ol hydrochloride,13258-59-8,Drosophila melanogaster,R(1)2 yy/y+Y,0.01%,22.0,17.0,MALE,S,119648
1739,"2,5-Dimethyl-Celecoxib",457639-26-8,Drosophila melanogaster,Dahomey,0.5 µM,9.07,3.39,,S,28025308
1738,"2,5-Dimethyl-Celecoxib",457639-26-8,Drosophila melanogaster,Dahomey,0.5 µM,8.4,11.32,,S,28025308
142,"2,5-Di-tert-butylhydroquinone",88-58-4,Caenorhabditis elegans,N2,250 µM,18.8,,,S,33766744
140,"2,5-Di-tert-butylhydroquinone",88-58-4,Caenorhabditis elegans,N2,250 µM,15.2,,,S,29988547
141,"2,5-Di-tert-butylhydroquinone",88-58-4,Caenorhabditis elegans,N2,350 µM,14.2,,,S,29988547
139,"2,4-pyridinedicarboxylic acid",499-80-9,Caenorhabditis elegans,N2,10 mM,-17.13,,,S,26729005
1737,"2,4-dinitrophenol",51-28-5,Drosophila melanogaster,Oregon R,0.008,20.2,0.0,,O,16266268
3113,"2,4-dinitrophenol",51-28-5,Saccharomyces cerevisiae,W303-1A,10 nM,14.71,,,S,15383542
2783,"2,4-dinitrophenol",51-28-5,Mus musculus,Swiss Webster ,1 mg/L,7.1,,FEMALE,S,18505478
1736,"2,4-dinitrophenol",51-28-5,Drosophila melanogaster,Oregon-R,0.1 % wt/vol,12.0,,MALE,S,6821144
137,"2,3-dehydrosilybin",,Caenorhabditis elegans,N2,5 µM,2.16,,,S,28039083
138,"2,3-dehydrosilybin",,Caenorhabditis elegans,N2,10 µM,10.15,,,S,28039083
1735,"2,3-Dihydroxybenzoic acid",303-38-8,Drosophila melanogaster,Oregon-R,0.01 mM,9.33,,MALE,S,3921599
1733,"2,3-Dihydroxybenzoic acid",303-38-8,Drosophila melanogaster,Oregon-R,1 mM,3.77,,MALE,NS,3921599
